Etudiant        voeu1      voeu2      voeu3      voeu4 affectations
-0,217176398649234	526	524	529	528	524
0,998217402685858	529	528	526	524	528
0,589462972868577	529	528	526	531	528
0,25576025169284	526	528	529	531	528
-0,671848339004059	528	529	531	526	529
-0,876439140632139	528	524	529	531	524
-0,617617011649024	526	528	529	531	528
-0,802475665771448	526	528	529	532	528
0,807619027658764	526	532	528	886	532
-0,807636803555437	531	825	532	528	531
-0,874593117968326	526	529	532	528	529
-0,993638425751279	529	533	526	532	533
-0,704024753751809	533	526	524	532	526
0,365092999796235	533	532	529	526	532
0,290033415499839	533	526	524	532	526
-0,917404871093946	533	526	532	524	526
-0,924351705976543	529	533	825	886	533
-0,794481504282491	528	529	886	533	529
-0,887033086032671	533	532	526	524	532
-0,526972097491144	533	526	524	532	526
-0,83311845495428	533	886	529	524	886
0,979815175910651	526	533	528	535	533
0,830503965420365	886	529	528	535	886
-0,28133815398319	532	533	535	886	532
-0,772754540536181	533	535	526	529	535
0,920844347065433	533	535	526	529	535
0,195792897207281	535	533	532	529	535
-0,285869008490385	528	533	529	535	533
0,1519466630596	533	535	532	886	535
-0,589179628863398	533	528	535	526	528
-0,306861141672291	886	535	533	532	886
0,582559377301046	533	532	535	886	532
0,59304580802468	533	535	529	531	535
-0,37352497503581	533	535	529	531	535
-0,688202455000327	535	528	529	531	535
-0,978837303052391	532	533	535	886	532
-0,024688476304741	526	533	535	886	533
-0,260354191996722	535	526	528	532	535
-0,260081603547006	533	535	526	528	535
0,238998248128292	529	535	886	533	535
0,430046331375652	526	528	535	533	528
0,068393238068404	533	529	524	503	529
0,972176826316223	886	503	524	531	886
0,229836715163597	528	503	531	526	503
0,769843241598497	526	503	529	528	503
-0,200040160475997	528	533	532	503	533
0,913789770697015	526	503	886	535	503
-0,534499505024877	533	529	503	531	529
0,957064082755407	524	503	535	886	524
-0,845119217307231	532	533	535	503	532
-0,500787518801394	531	825	503	526	531
0,319696623859406	533	503	528	529	533
0,951745751533884	533	503	528	529	533
-0,413970088205611	524	502	532	533	524
0,80498201435424	532	502	529	886	532
-0,99944072920478	535	886	502	533	535
-0,687983720815776	526	531	502	532	531
0,832935009685968	529	528	526	502	528
0,95178274833314	526	532	528	502	532
-0,737728438850452	531	502	529	533	531
-0,099235216352614	503	524	533	502	503
-0,932610366662308	502	532	503	533	502
0,028734181533705	526	531	524	502	531
-0,996983473147285	526	531	524	502	531
0,272698930495829	526	524	535	502	524
0,422229750564142	535	503	531	516	535
0,731518544376727	503	516	526	524	503
0,861166187790075	503	516	528	532	503
-0,465573727027583	529	516	524	532	516
-0,545675415050411	529	503	516	532	503
-0,997949429337107	532	516	503	502	532
